,title,author,tags,summary,words,chapters,comment,kudos,bookmarks,hits
1128,not a stranger to the rain,miribees,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Another young person finds themselves having an unexpected tea with Mr. Fell.""Your boyfriend hit me with a puddle."" Everett blurted out, staring at the soft-faced man's ear and slightly behind him where the the owner of the car was standing. He at least had the presence of mind to look anywhere except for at her.""",2445.0,1,54,1002,63,5176
1129,Every Thorn Has Its Rose,absolutely_mendokusai,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Angel was a word that The Plants had heard Master Crowley say numerous times before, usually talking on the phone. They  have gathered that Master Crowley was quite fond of this Angel person, considering he wasn’t loud and scary like usual when he talked to him. No, he sounded soft.",1700.0,1,24,1002,143,5416
1130,Caffeine Eden,WanderingAlice,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The proprietor of a small coffee shop next to Aziraphale's bookshop has opinions about Mr. Fell, other opinions about Mr. Crowley. They aren't exactly the opinions one would expect.",3016.0,1,62,1001,156,4215
1131,Sempiternal,Snakespell,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Crowley never asked to be a demon. He also never expected to fall hard for an angelic omega either, and yet here he was. As if his life wasn’t damned enough, throw in Armageddon, a rival suitor, and misunderstandings to make it even worse. But Crowley doesn’t believe in losing.",33159.0,8,305,1001,169,15525
1132,A Thousand Sandwiches,apliddell,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","How do you cheer up a demon? The usual ways, really.",2164.0,1,79,1001,127,6238
1133,Are You Breaking Up With Me?,orphan_account,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Are you breaking up with me?” Crowley sits up in sudden realisation.“I’m sorry, w-““You are!” Crowley points a finger accusingly at his much more sober and extremely confused counterpart.After the ‘almost Armageddon’ Aziraphale wants to talk with Crowley. Crowley wants to get wasted.",1465.0,1,22,1000,57,9679
1134,After Dark,doorwaytoparadise,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",A gallery for any NSFW art I draw for Good Omens.,1593.0,111,310,999,74,31469
1135,Practical Magic,IneffablePenguin,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","Wherein Aziraphale and his new demon husband/(fiancee?) have some madly-in-love sex.[Includes a NSFW illustration]{Part 8 of the 'Love, and Other Ineffable Things' series}",3808.0,1,52,999,107,17697
1136,The Trouble With Being A Demon,VerdantVulpus,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“Name’s Crowley,” he flashed the other demon a grin that could easily have been mistaken for a snarl or vice versa.“Fuck,” the demon groaned, running a hand through his dark hair in consternation. Crowley caught a glimpse of the demon’s watch. One of a kind. He looked down at his own wrist to see the same watch, still there.“What the shit?”“Right, so,” the other demon grumbled. “I’m Crowley.”He illustrated the point by removing his glasses and sure enough there were the eyes Crowley hated the most in the world, looking back at him with a mixture of trepidation and annoyance. “And this is, what? Some other universe or dimension or such nonsense?”",143723.0,26,833,997,217,31904
1137,NSFW works,bdondon,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",some pwp art I made for bottom!Aziraphale community : D ( if there is one ),0.0,3,58,997,84,11957
1138,"do me right and do me wrong (give it up, give it up)",seashadows,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Christ alive, Crowley thought,what’s wrong with me? He pays me the slightest bit of attention, and I soak it up like thirsty ground and beg for more.He was the desert outside Eden, crying out for a storm that never slaked him. He was swirling dust in a strong wind. He was the drought off the Nile, the locusts that ravaged the land.(Crowley copes with attention starvation, tries out some new hobbies, and discovers that asking for what you need is better than the alternative.)",10828.0,1,126,997,224,10248
1139,Once An Angel,ahyperactivehero (ahyperactiverhero),"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']",Aziraphale is constantly surprised by the fact that it seems like Crowley hasn't actually done a lot of the things he takes credit for. He also realizes that they've never actually discussed how Crowley fell before.Part of a H/C bingo I'm doing on my tumblr.,4362.0,1,25,997,92,6291
1140,Pins,Nadare,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale cleared his throat. “I could lend a hand…if you want.”Going still, Crowley stared at him for a few seconds, his dark sunglasses giving nothing away. He suddenly smirked, leaning forward over the table, pulling down his glasses so the barest hint of his eyes was visible to Aziraphale. All matter of devilry resided in them.“Feel free to give me all the assistance you desire.""",4274.0,2,64,996,97,6492
1141,"Once More, with Pharaohs",Duinemerwen,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Egypt, 1337 B.C.: Aziraphale gets stuck reliving Tuesday afternoon over and over again. It wouldn't be so bad, if every afternoon didn't start mid-argument with a certain disagreeable demon. Or if cooperation with the aforementioned demon weren't Aziraphale's only chance at escaping the time loop...Standalone, canon-compliant story featuring friendship and humour, with a side of angst, the smallest dash of romance, and a happy ending. Complete.",111138.0,25,704,995,216,13571
1142,Another Soul to Cling to,lumosity (strawberry_bee),"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","CompletedCrowley is born a run of the mill angel. There is only one catch though. He is given a prophecy by God to be the first and only angel to fall in love. That's clearly off the table when he falls from Heaven though, right?-------------“You are going to be one of my little tests,” God said, humor lacing her words. Crowley blinked, feeling for all the world a bit like a white sheet of nothingness.“No need to have a response, you’ll get acclimated to existence in time. When you are ready, I will tell you,” God said. Before Crowley could think to ask what exactly that meant, she was gone. Crowley felt like the first infant who had their parent hide behind their hands, except he had no knowledge of the peek-a-boo! to come. For all he knew, the voice in the sky was just a brief thing that happened to everyone.",21654.0,9,112,995,177,10183
1143,Like a Juke Box Playing the Same Dead Record,raiining,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","“We’re not friends,” Crowley growls. He hears the angel suck in a breath and thinks, with some mean part of himself, good. “You said that we’re not. You don’t have to do this. I’ll be fine.”",8142.0,1,135,994,214,6943
1144,Come With Me,Ghostinthehouse,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","The moment the lift doors closed and they were alone, Crowley crumpled against Aziraphale's supportive side. ""Appreciate the rescue, angel.""",666.0,1,22,993,12,4956
1145,Heatwave Behaviour,obstinatrix,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It's 35 degrees in London and Crowley is Not Happy About It. Aziraphale thinks it would be churlish not to offer a solution, especially since it's seemingly the only way he'll get to continue groping Crowley in the manner to which he has recently become accustomed.",1463.0,1,104,993,117,6179
1146,Luminosity,bethagain,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","A quick trip to bless someone with a miracle takes a wrong turn, and Aziraphale and Crowley are stuck overnight in rural Iceland. The northern lights are beautiful, but it turns out demons, cold-blooded, tend to seize up when it's freezing out. Aziraphale finds a way to get him warm again.",4262.0,1,79,992,116,6936
1147,Divine Restorations & Repairs,skimmingthesurface,"['Good Omens (TV)', 'Good Omens - Neil Gaiman & Terry Pratchett']","While it's unfortunate for one’s car to break down in the middle of the countryside, the pretty-as-a-postcard Tadfield could hardly be considered the worst place Anthony J. Crowley has ever been. Of course, it doesn’t help that it looks like it hasn’t yet seen the turn of the millennia, let alone this decade, but perhaps that’s just what he needs as he crawls his way out of the Hell he’s endured for the past fifteen years. Maybe the last thirty, if he's honest with himself.Though he could do without the rain.When Aziraphale Fell happens upon him and offers him shelter from the storm in his little family-run antique repair shop, neither are expecting it to change everything. The angel with his white umbrella and his tartan bowtie doesn’t expect this mysterious stranger to be able to fill the timely vacancy in his shop or the quiet of his life, but they’ve both had experience in restoring once-beloved items back to their full glory.Perhaps Crowley hasn’t fallen quite so far that he wouldn’t fit in with the rest of Aziraphale’s ragtag team of eccentric restoration experts. And perhaps they may be able to turn that talent on themselves and each other, and seal the cracks in their own hearts.",315275.0,37,2439,991,289,43250
1148,Give Me My Sin Again,emmagrant01,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",Aziraphale decides he wants to try out a sin. Crowley has news for him.,3906.0,1,92,991,101,5794
1149,The Least Original Sin,Nimravidae,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale eats a peach, which sort of starts a whole thing.(AKA: Aziraphale and Crowley bone under an apple tree, pop a cherry, and think about apples.)",7708.0,1,47,991,209,8539
1150,5:1:1,OntheMeander,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']",5 times that Crowley seduces Aziraphale... without trying.1 time that Crowley actually tries to seduce Aziraphale... and fails.1 time that Aziraphale actually does something about it.,18157.0,7,84,991,158,14490
1151,Pigeon Girlfriends with a Long Preamble,SleepySelfLoathing,"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","All Crowley wanted was to spend a nice night in with his husband, so of course he ends up summoned by a bunch of cultists instead. Why would he expect anything different....This would probably be a lot easier to deal with if he wasn't wearing Aziraphale's fluffiest bathrobe.",8245.0,3,146,989,201,5557
1152,Spiteful,DarthLivion (impulsewriter),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","It hit her like a slap to the face. The reason the voice was familiar, was because she'd heard it before. // “I may not be a perfect demon, but all demons are rather spiteful.""Michael figures some things out, while Crowley tell Aziraphale about his Fall, and just who he'd been Before.",1654.0,1,41,989,55,9321
1153,Such Great Heights,goodomensblog (just_quintessentially_me),"['Good Omens - Neil Gaiman & Terry Pratchett', 'Good Omens (TV)']","Aziraphale, feeling distinctly like they both might be falling in a wondrous, thrilling fashion, whispered against his lips, “I want you. Until time slows and stops. And then throughout whatever comes after.”“There is no after time, angel.”“If there is-”“You’ll have me.”“And when the lights go out in the universe?”“You’ll still have me.”“Well what about space,” Aziraphale said, smiling at this new game, “when the universe shrinks-”Crowley silenced him with a kiss, then swore softly against his lips. “Always, angel. It took me six thousand bloody years to get to this point. I’m not going anywhere.”",1894.0,1,49,987,164,4455
